56	20516	a3cba70f46c50af68ae2cdb748915e80578e1bcd905624a4b077fdc99ea693fd	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(Final)_Chapter_3-_Lift_Up.txt
57	19556	857d3e50364461e0b6d5da420c508abc236a79cec9ff58e2504703474c106c07	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(Final)_Chapter_3:_Lift_Up.txt
58	20558	3b0ede4310eca0fccf88e100972d161048f12333411bb4e14c4f6956eaacf039	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(Final)_Chapter_5_-_The_Snare.txt
59	20133	89c8a077b36cf7d7463a6619b2fcfaa4ecc785d073632f23d26344d344b3a9de	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(G)_Chapter_1:_Stardust_to_Stardust.txt
60	22378	988806fed6082dce256a1ed64029e1666ea73a31b5fabd11bbed1ac36457b2ff	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(G)_Chapter_2-_Living_Sacrifice.txt
61	18859	34458a660c47e3c50f0677e4bec665e2756f4c09b9a17a547293ec7c65a68fb3	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(G)_Chapter_3-_Lift_Up.txt
62	18992	ee97d6e6c16fe69851f0b11afe8419bd0db3c81bdaca8c8aa3180907983828f4	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(G)_Final_)_Chapter:_10_-_Forsaken.txt
63	30806	bf22ce21557a50c2fdc58559cbd033734c2fd219ece8d33b7420843ae38c8a7a	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(I)_(Notes)_Chapter:_1_Stardust_to_Stardust_.txt
64	30796	b312317429a1b16cffc80a3c0440af17c9b5114aa0881f411e798bf260abbb07	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(I)_Chapter:_1_Stardust_to_Stardust_.txt
65	23311	ff353a8f8b85d8a1c30402a7d73560085d1d521d179364d99c9e1b6cefb1f3e5	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/(N)_CHAPTER_1-_STARDUST_TO_STARDUST.txt
